"2012-08-23 13:45:00",30456,13.35,29.52,1.065804,0,0,900,900,1.067472,52.02839,27.24136,28.79647,27.69551
"2012-08-23 14:00:00",30457,13.37,29.55,1.062373,0,0,900,900,1.064213,50.33805,27.37659,28.52602,27.90604
"2012-08-23 14:15:00",30458,13.37,29.52,1.059706,0,0,900,900,1.060928,36.7816,27.30898,28.72885,27.93778
"2012-08-23 14:30:00",30459,13.38,29.18,1.056168,0,0,900,900,1.057748,46.17984,26.3962,27.74847,27.02086
"2012-08-23 14:45:00",30460,13.42,28.2,1.054009,0,0,900,900,1.055073,68.69505,22.88031,26.43001,24.65216
"2012-08-23 15:00:00",30461,13.44,27.4,1.051223,0,0,900,900,1.052665,59.87152,22.74508,24.8749,23.49127
"2012-08-23 15:15:00",30462,13.48,26.78,1.04908,0,0,900,900,1.050246,61.62947,23.3536,24.77348,23.84493
"2012-08-23 15:30:00",30463,13.5,26.01,1.047288,0,0,900,900,1.048247,74.5774,22.77889,23.72548,23.28356
"2012-08-23 15:45:00",30464,13.53,25.25,1.045857,0,0,900,900,1.04664,74.10411,21.89992,22.88031,22.29375
"2012-08-23 16:00:00",30465,13.55,24.57,1.04408,0,0,900,900,1.045117,77.48477,21.66327,22.06895,21.85334
"2012-08-23 16:15:00",30466,13.56,23.9,1.04355,0,0,900,900,1.043945,75.72682,20.95333,21.7985,21.43622
"2012-08-23 16:30:00",30467,13.64,23.32,1.042389,0,0,900,900,1.042776,76.13251,20.61526,21.35901,20.93963
"2012-08-23 16:45:00",30468,13.74,22.75,1.041231,0,0,900,900,1.041824,79.716,19.93913,20.75049,20.43552
"2012-08-23 17:00:00",30469,13.5,22.17,1.040551,0,0,900,900,1.040886,79.1751,19.29681,20.07436,19.6749
"2012-08-23 17:15:00",30470,13.2,21.53,1.039677,0,0,900,900,1.040079,79.58078,18.82352,19.43203,19.15744
"2012-08-23 17:30:00",30471,13.08,20.96,1.038811,0,0,900,900,1.039291,81.64298,18.45164,19.02636,18.73916
"2012-08-23 17:45:00",30472,12.99,20.42,1.038326,0,0,900,900,1.038554,83.84042,17.94454,18.51926,18.19207
"2012-08-23 18:00:00",30473,12.89,19.92,1.037719,0,0,900,900,1.037863,86.13927,17.33603,18.01216,17.63295
"2012-08-23 18:15:00",30474,12.8,19.47,1.037225,0,0,900,900,1.037311,84.07706,17.2346,17.43744,17.33433
"2012-08-23 18:30:00",30475,12.71,19.08,1.036173,0,0,900,900,1.036765,87.79578,16.93034,17.40364,17.23743
"2012-08-23 18:45:00",30476,12.65,18.71,1.035751,0,0,900,900,1.036254,86.00404,16.62609,16.96415,16.7709
"2012-08-23 19:00:00",30477,12.62,18.4,1.035692,0,0,900,900,1.03582,87.15347,16.45705,16.7275,16.59435
"2012-08-23 19:15:00",30478,12.62,18.12,1.035343,0,0,900,900,1.035418,85.42932,16.25421,16.65989,16.4732
"2012-08-23 19:30:00",30479,12.6,17.89,1.034917,0,0,900,900,1.035047,87.96482,16.42324,16.6937,16.60844
"2012-08-23 19:45:00",30480,12.6,17.74,1.034689,0,0,900,900,1.034699,88.64095,16.28802,16.55847,16.4024
"2012-08-23 20:00:00",30481,12.6,17.59,1.034502,0,0,900,900,1.034431,88.43811,16.08518,16.45705,16.2743
"2012-08-23 20:15:00",30482,12.6,17.44,1.033814,0,0,900,900,1.034158,88.20147,16.11899,16.35563,16.196
"2012-08-23 20:30:00",30483,12.59,17.31,1.033631,0,0,900,900,1.033874,89.62135,16.01757,16.32183,16.16425
"2012-08-23 20:45:00",30484,12.59,17.24,1.033454,0,0,900,900,1.033644,90.97361,15.81473,16.08518,15.99223
"2012-08-23 21:00:00",30485,12.38,17.14,1.033254,0,0,900,900,1.033458,89.24947,15.54427,15.91615,15.70975
"2012-08-23 21:15:00",30486,12.58,17.09,1.033122,0,0,900,900,1.03327,86.40971,15.84853,16.35563,16.15675
"2012-08-23 21:30:00",30487,12.57,17.01,1.03305,0,0,900,900,1.033121,86.91682,16.11899,16.38944,16.23469
"2012-08-23 21:45:00",30488,12.57,16.91,1.032932,0,0,900,900,1.032984,90.63554,15.64569,16.22041,15.89079
"2012-08-23 22:00:00",30489,12.57,16.89,1.032678,0,0,900,900,1.03284,88.77618,15.71331,16.42324,16.04161
"2012-08-23 22:15:00",30490,12.57,16.96,1.03252,0,0,900,900,1.032735,86.3083,16.35563,16.93034,16.63529
"2012-08-23 22:30:00",30491,12.56,17.11,1.032789,0,0,900,900,1.032648,86.74778,16.82893,17.26841,17.08529
"2012-08-23 22:45:00",30492,12.56,17.24,1.032408,0,0,900,900,1.032539,88.10004,16.89654,17.09938,17.00247
"2012-08-23 23:00:00",30493,12.56,17.31,1.032501,0,0,900,900,1.03246,87.66056,16.52467,16.99796,16.76751
"2012-08-23 23:15:00",30494,12.39,17.24,1.032407,0,0,900,900,1.032266,88.64095,16.1866,16.65989,16.39825
"2012-08-23 23:30:00",30495,12.55,17.11,1.032288,0,0,900,900,1.032157,90.50032,15.71331,16.25421,15.99823
"2012-08-23 23:45:00",30496,12.55,16.91,1.032095,0,0,900,900,1.031978,92.63013,15.1386,15.78092,15.47536
"2012-08-24 00:00:00",30497,12.55,16.71,1.031714,0,0,900,900,1.031807,92.52872,14.90195,15.44286,15.22724
"2012-08-24 00:15:00",30498,12.54,16.46,1.03158,0,0,900,900,1.031743,93.40768,14.76672,15.03717,14.91904
"2012-08-24 00:30:00",30499,12.54,16.27,1.031576,0,0,900,900,1.031638,93.03581,14.6653,15.00337,14.82889
"2012-08-24 00:45:00",30500,12.54,16.12,1.031391,0,0,900,900,1.031562,93.10342,14.6315,14.93575,14.821
"2012-08-24 01:00:00",30501,12.54,16.02,1.031525,0,0,900,900,1.031453,94.35427,14.59769,14.86814,14.71676
"2012-08-24 01:15:00",30502,12.53,15.95,1.031286,0,0,900,900,1.031433,92.63013,14.69911,15.03717,14.90121
"2012-08-24 01:30:00",30503,12.53,15.9,1.03128,0,0,900,900,1.031435,91.9202,14.86814,15.24001,15.02422
