"2011-10-12 13:15:00",118,13.67,16.41,0.9725208,0,0,900,900,0.9724569,59.82764,14.04768,14.35189,14.19903
"2011-10-12 13:30:00",119,13.69,16.07,0.9721444,0,0,900,900,0.9723082,61.21348,13.74347,14.35189,14.07417
"2011-10-12 13:45:00",120,13.67,15.75,0.972322,0,0,900,900,0.9722039,63.57954,13.60827,13.98008,13.809
"2011-10-12 14:00:00",121,13.71,15.46,0.9720576,0,0,900,900,0.9721258,60.43731,13.50777,14.18401,13.81156
"2011-10-12 14:15:00",122,13.71,15.26,0.9717951,0,0,900,900,0.9721439,62.66718,13.16908,14.04881,13.63697
"2011-10-12 14:30:00",123,13.7,15,0.971921,0,0,900,900,0.9719867,62.87247,13.23878,13.5765,13.40345
"2011-10-12 14:45:00",124,13.72,14.66,0.9717011,0,0,900,900,0.9719651,66.76321,12.49786,13.27258,12.86377
"2011-10-12 15:00:00",125,13.74,14.23,0.9717462,0,0,900,900,0.9718576,66.7652,12.02614,12.63308,12.27499
"2011-10-12 15:15:00",126,13.75,13.78,0.9719832,0,0,900,900,0.9717016,68.66033,11.65565,12.05952,11.85838
"2011-10-12 15:30:00",127,13.81,13.33,0.9714355,0,0,900,900,0.9716795,68.11924,11.38523,11.79131,11.59177
"2011-10-12 15:45:00",128,13.78,12.86,0.9718444,0,0,900,900,0.971469,69.16813,11.04784,11.45301,11.23976
"2011-10-12 16:00:00",129,13.93,12.44,0.9711688,0,0,900,900,0.9713908,71.19671,10.84513,11.14929,11.01656
"2011-10-12 16:15:00",130,13.81,12.12,0.9710941,0,0,900,900,0.9711924,73.66462,10.81135,11.04798,10.90091
"2011-10-12 16:30:00",131,12.89,11.89,0.970978,0,0,900,900,0.9711266,71.73764,10.64231,10.98038,10.82376
"2011-10-12 16:45:00",132,12.81,11.66,0.9710064,0,0,900,900,0.9710945,72.95468,10.50709,10.84515,10.66411
"2011-10-12 17:00:00",133,12.75,11.4,0.9708636,0,0,900,900,0.9710218,75.82825,10.27044,10.60851,10.42236
